Date,Open,Close,High,Low
01/04/2010,7.16,7.16,7.16,6.8
06/04/2010,7.16,7.16,7.16,6.8
07/04/2010,7.16,7.16,7.16,6.8
08/04/2010,7.16,7.16,7.16,6.8
12/04/2010,7.16,7.16,7.16,6.8
13/04/2010,7.16,7.16,7.16,6.8
14/04/2010,7.16,7.16,7.16,6.8
15/04/2010,7.16,7.16,7.16,6.8
16/04/2010,7.16,7.16,7.16,6.8
19/04/2010,7.16,7.16,7.16,6.8
20/04/2010,7.16,7.16,7.16,6.8
21/04/2010,7.16,7.16,7.16,6.8
22/04/2010,7.16,7.16,7.16,6.8
23/04/2010,7.16,7.16,7.16,6.8
26/04/2010,7.16,7.16,7.16,6.8
27/04/2010,7.16,7.16,7.16,6.8
28/04/2010,7.16,7.16,7.16,6.8
29/04/2010,7.16,7.17,7.17,6.8
30/04/2010,7.16,7.17,7.17,6.8
04/05/2010,7.16,7.17,7.17,6.8
05/05/2010,7.16,7.17,7.17,6.8
06/05/2010,7.16,7.17,7.17,6.8
07/05/2010,7.16,7.17,7.17,6.8
10/05/2010,7.17,7.23,7.23,6.8
11/05/2010,7.17,7.23,7.23,6.8
12/05/2010,7.23,7.27,7.27,6.8
13/05/2010,7.23,7.27,7.27,6.8
14/05/2010,7.23,7.27,7.27,6.8
17/05/2010,7.23,7.27,7.27,6.8
18/05/2010,7.23,7.27,7.27,6.8
19/05/2010,7.23,7.27,7.27,6.8
20/05/2010,7.23,7.27,7.27,6.8
21/05/2010,7.23,7.27,7.27,6.8
24/05/2010,7.23,7.27,7.27,6.8
26/05/2010,7.23,7.27,7.27,6.8
27/05/2010,7.23,7.27,7.27,6.8
28/05/2010,7.23,7.27,7.27,6.8
31/05/2010,7.23,7.27,7.27,6.8
01/06/2010,7.23,7.27,7.27,6.8
02/06/2010,7.23,7.27,7.27,6.8
03/06/2010,7.23,7.27,7.27,6.8
04/06/2010,7.23,7.27,7.27,6.8
07/06/2010,7.23,7.27,7.27,6.8
08/06/2010,7.23,7.38,7.38,6.8
09/06/2010,7.23,7.38,7.38,6.8
10/06/2010,7.23,7.38,7.38,6.8
11/06/2010,7.38,7.38,7.38,6.8
14/06/2010,7.38,7.38,7.38,6.8
15/06/2010,7.38,7.38,7.38,6.8
16/06/2010,7.38,7.38,7.38,6.8
17/06/2010,7.38,7.38,7.38,6.8
18/06/2010,7.38,7.38,7.38,6.8
21/06/2010,7.38,7.38,7.38,6.8
22/06/2010,7.38,7.38,7.38,6.8
23/06/2010,7.38,7.38,7.38,6.8
24/06/2010,7.38,7.38,7.38,6.8
25/06/2010,7.38,7.38,7.38,6.8
28/06/2010,7.38,7.38,7.38,6.8
29/06/2010,7.38,7.38,7.38,6.8
30/06/2010,7.38,7.38,7.38,6.8
02/07/2010,7.38,7.38,7.38,6.8
05/07/2010,7.38,7.38,7.38,6.8
06/07/2010,7.38,7.38,7.38,6.8
07/07/2010,7.38,7.38,7.38,6.8
08/07/2010,7.38,7.38,7.38,6.8
09/07/2010,7.38,8.25,8.25,6.8
12/07/2010,7.38,8.25,8.25,6.8
13/07/2010,8.25,8.25,8.25,6.8
14/07/2010,8.25,8.25,8.25,6.8
15/07/2010,8.25,8.25,8.25,6.8
16/07/2010,8.25,8.25,8.25,6.8
19/07/2010,8.25,8.25,8.25,6.8
20/07/2010,8.25,8.25,8.25,6.8
21/07/2010,8.25,8.25,8.25,6.8
22/07/2010,8.25,8.25,8.25,6.8
23/07/2010,8.25,8.25,8.25,6.8
26/07/2010,8.25,8.25,8.25,6.8
27/07/2010,8.25,8.25,8.25,6.8
28/07/2010,8.25,8.25,8.25,6.8
29/07/2010,8.25,8.25,8.25,6.8
30/07/2010,8.25,8.3,8.3,6.8
02/08/2010,8.25,8.3,8.3,6.8
03/08/2010,8.25,8.3,8.3,6.8
04/08/2010,8.25,8.3,8.3,6.8
05/08/2010,8.25,8.3,8.3,6.8
06/08/2010,8.25,8.3,8.3,6.8
09/08/2010,8.25,8.3,8.3,6.8
10/08/2010,8.25,8.3,8.3,6.8
11/08/2010,8.25,8.3,8.3,6.8
12/08/2010,8.25,8.3,8.3,6.8
13/08/2010,8.25,8.3,8.3,6.8
16/08/2010,8.25,8.3,8.3,6.8
17/08/2010,8.25,8.3,8.3,6.8
18/08/2010,8.25,8.3,8.3,6.8
19/08/2010,8.25,8.3,8.3,6.8
20/08/2010,8.25,8.3,8.3,6.8
23/08/2010,8.25,8.3,8.3,6.8
24/08/2010,8.3,8.45,8.3,6.8
25/08/2010,8.3,8.45,8.3,6.8
26/08/2010,8.3,8.45,8.3,6.8
27/08/2010,8.3,8.45,8.3,6.8
30/08/2010,8.3,8.45,8.3,6.8
31/08/2010,8.3,8.45,8.3,6.8
01/09/2010,8.3,8.45,8.3,6.8
02/09/2010,8.45,8.5,8.5,6.8
03/09/2010,8.5,8.51,8.51,6.8
06/09/2010,8.5,8.51,8.51,6.8
07/09/2010,8.5,8.51,8.51,6.8
08/09/2010,8.5,8.51,8.51,6.8
09/09/2010,8.5,8.51,8.51,6.8
13/09/2010,8.5,8.51,8.51,6.8
14/09/2010,8.5,8.51,8.51,6.8
15/09/2010,8.5,8.71,8.71,6.8
16/09/2010,8.71,8.83,8.83,6.8
17/09/2010,8.71,8.83,8.83,6.8
20/09/2010,8.83,9,9,6.8
22/09/2010,8.83,9,9,6.8
23/09/2010,8.83,9,9,6.8
24/09/2010,8.83,9,9,6.8
27/09/2010,9,9.06,9.06,6.8
28/09/2010,9,9.06,9.06,6.8
29/09/2010,9,9.06,9.06,6.8
30/09/2010,9,9.06,9.06,6.8
01/10/2010,9,9.06,9.06,6.8
04/10/2010,9,9.06,9.06,6.8
05/10/2010,9,9.06,9.06,6.8
06/10/2010,9,9.06,9.06,6.8
07/10/2010,9,9.2,9.2,6.8
08/10/2010,9,9.2,9.2,6.8
11/10/2010,9,9.2,9.2,6.8
12/10/2010,9,9.2,9.2,6.8
13/10/2010,9,9.2,9.2,6.8
14/10/2010,9,9.2,9.2,6.8
15/10/2010,9,9.2,9.2,6.8
18/10/2010,9,9.2,9.2,6.8
19/10/2010,9,9.2,9.2,6.8
20/10/2010,9,9.2,9.2,6.8
21/10/2010,9.2,9.21,9.2,6.8
22/10/2010,9.21,9.35,9.35,6.8
25/10/2010,9.21,9.35,9.35,6.8
26/10/2010,9.21,9.35,9.35,6.8
27/10/2010,9.21,9.35,9.35,6.8
28/10/2010,9.21,9.35,9.35,6.8
29/10/2010,9.21,9.35,9.35,6.8
01/11/2010,9.21,9.35,9.35,6.8
02/11/2010,9.21,9.35,9.35,6.8
03/11/2010,9.21,9.35,9.35,6.8
04/11/2010,9.21,9.35,9.35,6.8
05/11/2010,9.36,9.36,9.36,6.8
08/11/2010,9.36,9.36,9.36,6.8
09/11/2010,9.36,9.36,9.36,6.8
10/11/2010,9.36,9.36,9.36,6.8
11/11/2010,9.36,9.39,9.39,6.8
12/11/2010,9.36,9.39,9.39,6.8
15/11/2010,9.36,9.39,9.39,6.8
17/11/2010,9.36,9.4,9.4,6.8
18/11/2010,9.36,9.4,9.4,6.8
19/11/2010,9.36,9.4,9.4,6.8
22/11/2010,9.36,9.4,9.4,6.8
23/11/2010,9.36,9.4,9.4,6.8
24/11/2010,9.36,9.4,9.4,6.8
25/11/2010,9.4,9.4,9.4,6.8
26/11/2010,9.4,9.4,9.4,6.8
29/11/2010,9.4,9.4,9.4,6.8
30/11/2010,9.4,9.4,9.4,6.8
01/12/2010,9.4,9.45,9.45,6.8
02/12/2010,9.4,9.45,9.45,6.8
06/12/2010,9.4,9.45,9.45,6.8
07/12/2010,9.4,9.45,9.45,6.8
08/12/2010,9.45,9.45,9.45,6.8
09/12/2010,9.45,9.45,9.45,6.8
04/01/2011,10,10,10,10
21/01/2011,10.94,12.58,10.93,10
05/01/2011,10,10,10,10
06/01/2011,10,10.93,10,10
07/01/2011,10.93,10.93,10,10
10/01/2011,10.93,10.93,10,10
11/01/2011,10.93,10.93,10.93,10
12/01/2011,10.93,10.94,10.93,10
13/01/2011,10.93,10.94,10.93,10
14/01/2011,10.93,10.94,10.93,10
17/01/2011,10.93,10.94,10.93,10
18/01/2011,10.93,10.94,10.93,10
19/01/2011,10.93,10.94,10.93,10
20/01/2011,10.94,10.94,10.93,10
24/01/2011,12.58,12.58,10.93,10
25/01/2011,12.58,12.58,10.93,10
26/01/2011,12.58,12.58,10.93,10
27/01/2011,12.58,12.03,12.03,10
28/01/2011,12.03,12.03,12.03,10
31/01/2011,12.03,12.03,12.03,10
01/02/2011,12.03,12.61,12.61,10
02/02/2011,12.61,12.61,12.61,10
03/02/2011,12.61,12.67,12.67,10
04/02/2011,12.67,12.67,12.67,10
07/02/2011,12.67,12.67,12.67,10
08/02/2011,12.67,12.67,12.67,10
09/02/2011,12.67,12.67,12.67,10
10/02/2011,12.67,12.67,12.67,10
11/02/2011,12.67,13.01,12.67,10
14/02/2011,13.01,13.01,12.67,10
15/02/2011,13.01,13.01,12.67,10
16/02/2011,13.01,13.01,12.67,10
17/02/2011,13.01,13.01,12.67,10
18/02/2011,13.01,14,12.67,10
21/02/2011,14,14,12.67,10
22/02/2011,14,14,12.67,10
23/02/2011,14,14,12.67,10
24/02/2011,14,14,12.67,10
25/02/2011,14,14,12.67,10
28/02/2011,14,14,12.67,10
01/03/2011,14,14,12.67,10
02/03/2011,14,14,12.67,10
03/03/2011,14,14,12.67,10
04/03/2011,14,14,12.67,10
08/03/2011,14,14,12.67,10
09/03/2011,14,14,12.67,10
10/03/2011,14,14,12.67,10
11/03/2011,14,14,12.67,10
14/03/2011,14,14,12.67,10
15/03/2011,14,15.12,15.12,10
16/03/2011,15.12,15.12,15.12,10
17/03/2011,17.01,15.42,17.02,10
18/03/2011,15.42,15.49,17.02,10
21/03/2011,15.3,15.3,17.02,10
22/03/2011,15.3,15.3,17.02,10
23/03/2011,15.3,15.3,17.02,10
24/03/2011,15.3,15.51,17.02,10
25/03/2011,15.51,15.51,17.02,10
28/03/2011,15.51,15.61,17.02,10
29/03/2011,15.61,15.61,17.02,10
30/03/2011,15.61,15.61,17.02,10
31/03/2011,15.61,15.82,17.02,10
01/04/2011,15.82,15.86,17.02,10
04/04/2011,15.86,15.86,17.02,10
05/04/2011,15.86,15.86,17.02,10
06/04/2011,15.86,15.89,17.02,10
07/04/2011,15.89,15.9,17.02,10
08/04/2011,15.9,15.9,17.02,10
11/04/2011,15.9,15.92,17.02,10
12/04/2011,15.92,15.92,17.02,10
