Date,High,Low,Open,Close
07/07/2009,1.1,0.48,0.55,0.57
08/07/2009,1.1,0.48,0.57,0.57
09/07/2009,1.1,0.48,0.57,0.6
10/07/2009,1.1,0.48,0.6,0.62
13/07/2009,1.1,0.48,0.62,0.62
14/07/2009,1.1,0.48,0.62,0.63
15/07/2009,1.1,0.48,0.63,0.66
16/07/2009,1.1,0.48,0.66,0.68
17/07/2009,1.1,0.48,0.68,0.7
20/07/2009,1.1,0.48,0.7,0.68
21/07/2009,1.1,0.48,0.68,0.7
22/07/2009,1.1,0.48,0.7,0.7
23/07/2009,1.1,0.48,0.7,0.71
24/07/2009,1.1,0.48,0.71,0.72
27/07/2009,1.1,0.48,0.72,0.72
28/07/2009,1.1,0.48,0.72,0.72
29/07/2009,1.1,0.48,0.72,0.75
30/07/2009,1.1,0.48,0.75,0.78
31/07/2009,1.1,0.48,0.78,0.75
03/08/2009,1.1,0.48,0.75,0.76
04/08/2009,1.1,0.48,0.76,0.75
05/08/2009,1.1,0.48,0.75,0.76
06/08/2009,1.1,0.48,0.76,0.78
07/08/2009,1.1,0.48,0.78,0.78
10/08/2009,1.1,0.48,0.78,0.78
11/08/2009,1.1,0.48,0.78,0.78
12/08/2009,1.1,0.48,0.78,0.78
13/08/2009,1.1,0.48,0.78,0.78
14/08/2009,1.1,0.48,0.78,0.78
17/08/2009,1.1,0.48,0.78,0.78
18/08/2009,1.1,0.48,0.78,0.76
19/08/2009,1.1,0.48,0.76,0.76
20/08/2009,1.1,0.48,0.76,0.77
21/08/2009,1.1,0.48,0.77,0.78
24/08/2009,1.1,0.48,0.78,0.8
25/08/2009,1.1,0.48,0.8,0.8
26/08/2009,1.1,0.48,0.8,0.8
27/08/2009,1.1,0.48,0.8,0.82
28/08/2009,1.1,0.48,0.82,0.82
31/08/2009,1.1,0.48,0.82,0.8
01/09/2009,1.1,0.48,0.8,0.8
02/09/2009,1.1,0.48,0.8,0.79
03/09/2009,1.1,0.48,0.79,0.79
04/09/2009,1.1,0.48,0.79,0.79
07/09/2009,1.1,0.48,0.79,0.79
08/09/2009,1.1,0.48,0.79,0.79
09/09/2009,1.1,0.48,0.79,0.79
10/09/2009,1.1,0.48,0.79,0.79
11/09/2009,1.1,0.48,0.79,0.79
14/09/2009,1.1,0.48,0.79,0.79
15/09/2009,1.1,0.48,0.79,0.79
16/09/2009,1.1,0.48,0.79,0.79
17/09/2009,1.1,0.48,0.79,0.79
18/09/2009,1.1,0.48,0.79,0.79
22/09/2009,1.1,0.48,0.79,0.79
23/09/2009,1.1,0.48,0.79,0.79
24/09/2009,1.1,0.48,0.79,0.79
25/09/2009,1.1,0.48,0.79,0.8
28/09/2009,1.1,0.48,0.8,0.8
29/09/2009,1.1,0.48,0.8,0.8
30/09/2009,1.1,0.48,0.8,0.8
01/10/2009,1.1,0.48,0.8,0.8
02/10/2009,1.1,0.48,0.8,0.8
05/10/2009,1.1,0.48,0.8,0.8
06/10/2009,1.1,0.48,0.8,0.85
07/10/2009,1.1,0.48,0.85,0.88
08/10/2009,1.1,0.48,0.88,0.9
09/10/2009,1.1,0.48,0.9,0.9
12/10/2009,1.1,0.48,0.9,0.9
13/10/2009,1.1,0.48,0.9,0.9
14/10/2009,1.1,0.48,0.9,0.91
15/10/2009,1.1,0.48,0.91,0.91
16/10/2009,1.1,0.48,0.91,0.92
19/10/2009,1.1,0.48,0.92,0.88
20/10/2009,1.1,0.48,0.88,0.9
21/10/2009,1.1,0.48,0.9,0.9
22/10/2009,1.1,0.48,0.9,0.9
23/10/2009,1.1,0.48,0.9,0.9
26/10/2009,1.1,0.48,0.9,0.9
27/10/2009,1.1,0.48,0.9,0.9
28/10/2009,1.1,0.48,0.9,0.9
29/10/2009,1.1,0.48,0.9,0.9
30/10/2009,1.1,0.48,0.9,0.9
02/11/2009,1.1,0.48,0.9,0.9
03/11/2009,1.1,0.48,0.9,0.9
04/11/2009,1.1,0.48,0.9,0.9
05/11/2009,1.1,0.48,0.9,0.9
06/11/2009,1.1,0.48,0.9,0.9
09/11/2009,1.1,0.48,0.9,0.9
10/11/2009,1.1,0.48,0.9,0.9
11/11/2009,1.1,0.48,0.9,0.89
12/11/2009,1.1,0.48,0.89,0.89
13/11/2009,1.1,0.48,0.89,0.88
16/11/2009,1.1,0.48,0.88,0.88
17/11/2009,1.1,0.48,0.88,0.88
18/11/2009,1.1,0.48,0.88,0.87
19/11/2009,1.1,0.48,0.85,0.85
20/11/2009,1.1,0.48,0.85,0.85
23/11/2009,1.1,0.48,0.84,0.85
24/11/2009,1.1,0.48,0.85,0.85
25/11/2009,1.1,0.48,0.85,0.85
26/11/2009,1.1,0.48,0.85,0.85
30/11/2009,1.1,0.48,0.85,0.82
01/12/2009,1.1,0.48,0.82,0.82
02/12/2009,1.1,0.48,0.82,0.8
03/12/2009,1.1,0.48,0.8,0.8
07/12/2009,1.1,0.48,0.8,0.8
08/12/2009,1.1,0.48,0.8,0.75
09/12/2009,1.1,0.48,0.75,0.75
10/12/2009,1.1,0.48,0.75,0.75
11/12/2009,1.1,0.48,0.75,0.75
14/12/2009,1.1,0.48,0.75,0.74
15/12/2009,1.1,0.48,0.74,0.7
16/12/2009,1.1,0.48,0.7,0.7
17/12/2009,1.1,0.48,0.7,0.7
18/12/2009,1.1,0.48,0.7,0.7
21/12/2009,1.1,0.48,0.7,0.71
22/12/2009,1.1,0.48,0.71,0.71
23/12/2009,1.1,0.48,0.71,0.71
24/12/2009,1.1,0.48,0.71,0.71
29/12/2009,1.1,0.48,0.71,0.71
30/12/2009,1.1,0.48,0.71,0.71
31/12/2009,1.1,0.48,0.71,0.74
04/01/2010,1.1,0.48,0.74,0.74
05/01/2010,1.1,0.48,0.74,0.74
29/04/2010,1.11,0.73,1.07,1.11
30/04/2010,1.13,0.73,1.07,1.13
04/05/2010,1.13,0.73,1.13,1.12
05/05/2010,1.13,0.73,1.12,1.13
06/05/2010,1.13,0.73,1.12,1.13
07/05/2010,1.2,0.73,1.13,1.2
10/05/2010,1.22,0.73,1.2,1.22
11/05/2010,1.3,0.73,1.22,1.3
12/05/2010,1.33,0.73,1.3,1.33
13/05/2010,1.34,0.73,1.33,1.34
14/05/2010,1.34,0.73,1.33,1.34
17/05/2010,1.36,0.73,1.34,1.36
18/05/2010,1.36,0.73,1.34,1.36
19/05/2010,1.4,0.73,1.36,1.4
20/05/2010,1.4,0.73,1.36,1.4
21/05/2010,1.46,0.73,1.4,1.46
24/05/2010,1.46,0.73,1.46,1.47
26/05/2010,1.48,0.73,1.47,1.48
27/05/2010,1.58,0.73,1.48,1.58
28/05/2010,1.71,0.73,1.58,1.71
31/05/2010,1.78,0.73,1.71,1.78
01/06/2010,1.78,0.73,1.78,1.82
02/06/2010,1.82,0.73,1.82,1.8
03/06/2010,1.82,0.73,1.8,1.77
04/06/2010,1.82,0.73,1.8,1.76
07/06/2010,1.82,0.73,1.8,1.74
08/06/2010,1.82,0.73,1.8,1.65
09/06/2010,1.82,0.73,1.65,1.6
10/06/2010,1.82,0.73,1.65,1.55
11/06/2010,1.82,0.73,1.55,1.49
14/06/2010,1.82,0.73,1.4,1.4
15/06/2010,1.82,0.73,1.4,1.3
16/06/2010,1.82,0.73,1.4,1.28
17/06/2010,1.82,0.73,1.28,1.47
18/06/2010,1.82,1.47,1.47,1.65
21/06/2010,1.82,1.47,1.65,1.79
22/06/2010,1.82,1.47,1.75,1.6
23/06/2010,1.82,1.47,1.55,1.55
24/06/2010,1.82,1.47,1.55,1.55
25/06/2010,1.82,1.47,1.56,1.56
28/06/2010,1.82,1.47,1.6,1.62
29/06/2010,1.82,1.47,1.64,1.62
30/06/2010,1.82,1.47,1.62,1.62
02/07/2010,1.82,1.47,1.62,1.6
05/07/2010,1.82,1.47,1.6,1.6
06/07/2010,1.82,1.47,1.6,1.57
07/07/2010,1.82,1.47,1.6,1.56
08/07/2010,1.82,1.47,1.56,1.52
09/07/2010,1.82,1.47,1.56,1.53
12/07/2010,1.82,1.47,1.53,1.5
13/07/2010,1.82,1.47,1.48,1.48
14/07/2010,1.82,1.47,1.48,1.5
15/07/2010,1.82,1.47,1.48,1.5
16/07/2010,1.82,1.47,1.48,1.52
19/07/2010,1.82,1.47,1.48,1.52
20/07/2010,1.82,1.47,1.48,1.51
21/07/2010,1.82,1.47,1.48,1.5
22/07/2010,1.82,1.47,1.5,1.49
23/07/2010,1.82,1.47,1.49,1.48
26/07/2010,1.82,1.47,1.49,1.6
27/07/2010,1.82,1.47,1.6,1.48
28/07/2010,1.82,1.47,1.48,1.55
29/07/2010,1.82,1.47,1.48,1.55
30/07/2010,1.82,1.47,1.48,1.56
02/08/2010,1.82,1.47,1.48,1.56
03/08/2010,1.82,1.47,1.56,1.57
04/08/2010,1.82,1.47,1.56,1.57
05/08/2010,1.82,1.47,1.57,1.7
06/08/2010,1.82,1.47,1.57,1.7
09/08/2010,1.82,1.47,1.57,1.7
10/08/2010,1.82,1.47,1.7,1.71
11/08/2010,1.82,1.47,1.71,1.72
12/08/2010,1.82,1.47,1.72,1.75
05/01/2012,1.87,1.85,1.86,1.87
13/08/2010,1.9,1.47,1.75,1.9
16/08/2010,1.9,1.47,1.75,1.9
17/08/2010,1.9,1.47,1.75,1.85
18/08/2010,1.9,1.47,1.75,1.85
19/08/2010,1.9,1.47,1.75,1.85
20/08/2010,1.9,1.47,1.75,1.85
23/08/2010,1.9,1.47,1.75,1.85
24/08/2010,1.9,1.47,1.75,1.85
25/08/2010,1.9,1.47,1.75,1.85
26/08/2010,1.9,1.47,1.75,1.85
27/08/2010,1.9,1.47,1.75,1.85
30/08/2010,1.9,1.47,1.85,1.83
31/08/2010,1.9,1.47,1.83,1.9
01/09/2010,1.9,1.47,1.83,1.9
02/09/2010,1.9,1.47,1.9,1.85
03/09/2010,1.9,1.47,1.9,1.85
06/09/2010,1.9,1.47,1.9,1.85
07/09/2010,1.9,1.47,1.9,1.85
08/09/2010,1.9,1.47,1.9,1.85
09/09/2010,1.9,1.47,1.9,1.8
13/09/2010,1.9,1.47,1.9,1.8
14/09/2010,1.9,1.47,1.9,1.82
15/09/2010,1.9,1.47,1.82,1.85
16/09/2010,1.9,1.47,1.82,1.85
17/09/2010,1.9,1.47,1.85,1.86
20/09/2010,1.9,1.47,1.86,1.87
22/09/2010,1.9,1.47,1.86,1.87
23/09/2010,1.9,1.47,1.86,1.87
24/09/2010,1.9,1.47,1.86,1.87
27/09/2010,1.9,1.47,1.86,1.87
28/09/2010,1.9,1.47,1.86,1.87
29/09/2010,1.9,1.47,1.87,1.86
06/01/2012,1.93,1.85,1.87,1.93
09/01/2012,1.93,1.85,1.93,1.95
10/01/2012,1.93,1.85,1.95,1.95
11/01/2012,1.93,1.85,1.95,1.95
12/01/2012,1.93,1.85,1.95,1.95
13/01/2012,1.95,1.85,1.95,1.94
16/01/2012,1.95,1.85,1.94,1.9
17/01/2012,1.95,1.85,1.9,1.9
18/01/2012,1.95,1.85,1.9,1.9
19/01/2012,1.95,1.85,1.9,1.9
20/01/2012,1.95,1.85,1.9,1.9
23/01/2012,1.95,1.85,1.9,1.9
24/01/2012,1.95,1.85,1.9,1.9
25/01/2012,1.95,1.85,1.9,1.9
26/01/2012,1.95,1.85,1.9,1.9
27/01/2012,1.95,1.85,1.9,1.88
30/01/2012,1.95,1.85,1.88,1.88
31/01/2012,1.95,1.85,1.88,1.86
01/02/2012,1.95,1.85,1.86,1.85
02/02/2012,1.95,1.85,1.85,1.85
03/02/2012,1.95,1.85,1.85,1.85
06/02/2012,1.95,1.85,1.85,1.85
07/02/2012,1.95,1.85,1.85,1.85
08/02/2012,1.95,1.85,1.85,1.85
09/02/2012,1.95,1.85,1.85,1.85
10/02/2012,1.95,1.85,1.85,1.85
13/02/2012,1.95,1.85,1.85,1.84
14/02/2012,1.95,1.85,1.84,1.84
15/02/2012,1.95,1.85,1.84,1.84
16/02/2012,1.95,1.85,1.84,1.84
17/02/2012,1.95,1.85,1.84,1.84
20/02/2012,1.95,1.85,1.84,1.84
21/02/2012,1.95,1.85,1.84,1.84
22/02/2012,1.95,1.85,1.84,1.84
23/02/2012,1.95,1.85,1.84,1.85
24/02/2012,1.95,1.85,1.85,1.85
27/02/2012,1.95,1.85,1.85,1.85
28/02/2012,1.95,1.85,1.85,1.85
29/02/2012,1.95,1.85,1.85,1.85
01/03/2012,1.95,1.85,1.85,1.85
02/03/2012,1.95,1.85,1.85,1.85
05/03/2012,1.95,1.85,1.85,1.85
07/03/2012,1.95,1.85,1.85,1.85
08/03/2012,1.95,1.85,1.85,1.85
09/03/2012,1.95,1.85,1.85,1.85
12/03/2012,1.95,1.85,1.85,1.85
13/03/2012,1.95,1.85,1.85,1.85
14/03/2012,1.95,1.85,1.85,1.83
15/03/2012,1.95,1.85,1.83,1.83
16/03/2012,1.95,1.85,1.83,1.85
19/03/2012,1.95,1.85,1.85,1.85
20/03/2012,1.95,1.85,1.85,1.85
21/03/2012,1.95,1.85,1.85,1.85
22/03/2012,1.95,1.85,1.85,1.85
23/03/2012,1.95,1.85,1.85,1.85
26/03/2012,1.95,1.85,1.85,1.85
27/03/2012,1.95,1.85,1.85,1.85
28/03/2012,1.95,1.85,1.85,1.85
29/03/2012,1.95,1.85,1.85,1.85
30/03/2012,1.95,1.85,1.85,1.85
02/04/2012,1.95,1.85,1.85,1.85
03/04/2012,1.95,1.85,1.85,1.85
04/04/2012,1.95,1.85,1.85,1.85
05/04/2012,1.95,1.85,1.85,1.85
10/04/2012,1.95,1.85,1.85,1.85
11/04/2012,1.95,1.85,1.85,1.85
12/04/2012,1.95,1.85,1.85,1.85
13/04/2012,1.95,1.85,1.85,1.86
16/04/2012,1.95,1.85,1.86,1.86
17/04/2012,1.95,1.85,1.86,1.85
18/04/2012,1.95,1.85,1.85,1.86
19/04/2012,1.95,1.85,1.86,1.86
20/04/2012,1.95,1.85,1.86,1.86
23/04/2012,1.95,1.85,1.86,1.87
24/04/2012,1.95,1.85,1.87,1.9
25/04/2012,1.95,1.85,1.9,1.9
26/04/2012,1.95,1.85,1.9,1.9
27/04/2012,1.95,1.85,1.9,1.9
30/04/2012,1.95,1.85,1.9,1.9
02/05/2012,1.95,1.85,1.9,1.9
03/05/2012,1.95,1.85,1.9,1.9
04/05/2012,1.95,1.85,1.9,1.9
07/05/2012,1.95,1.85,1.9,1.9
08/05/2012,1.95,1.85,1.9,1.9
09/05/2012,1.95,1.85,1.9,1.91
10/05/2012,1.95,1.85,1.91,1.91
11/05/2012,1.95,1.85,1.91,1.91
14/05/2012,1.95,1.85,1.91,1.92
15/05/2012,1.95,1.85,1.92,1.92
16/05/2012,1.95,1.85,1.92,1.92
17/05/2012,1.95,1.85,1.92,1.92
18/05/2012,1.95,1.85,1.92,1.92
21/05/2012,1.95,1.85,1.92,1.91
22/05/2012,1.95,1.85,1.91,1.92
23/05/2012,1.95,1.85,1.92,1.92
24/05/2012,1.95,1.85,1.92,1.92
28/05/2012,1.95,1.85,1.92,1.91
29/05/2012,1.95,1.85,1.91,1.92
30/05/2012,1.95,1.85,1.92,1.92
31/05/2012,1.95,1.85,1.92,1.92
01/06/2012,1.95,1.85,1.92,1.92
04/06/2012,1.95,1.85,1.92,1.92
05/06/2012,1.97,1.85,1.92,1.92
06/06/2012,1.97,1.85,1.92,1.92
07/06/2012,1.97,1.85,1.92,1.92
08/06/2012,1.97,1.85,1.92,1.92
12/06/2012,1.97,1.85,1.92,1.92
11/06/2012,1.97,1.85,1.92,1.92
13/06/2012,1.97,1.85,1.92,1.94
14/06/2012,1.97,1.85,1.94,1.94
15/06/2012,1.97,1.85,1.94,1.94
18/06/2012,1.97,1.85,1.94,1.95
19/06/2012,1.97,1.85,1.95,1.95
20/06/2012,1.97,1.85,1.95,1.95
21/06/2012,1.97,1.85,1.95,1.96
22/06/2012,1.97,1.85,1.95,1.96
25/06/2012,1.97,1.85,1.96,1.96
26/06/2012,1.97,1.85,1.96,1.96
27/06/2012,1.97,1.85,1.96,1.97
28/06/2012,1.97,1.85,1.97,1.97
29/06/2012,1.97,1.85,1.97,1.97
03/07/2012,1.97,1.85,1.97,1.97
05/07/2012,1.97,1.85,1.96,1.97
30/09/2010,2,1.47,1.86,2
01/10/2010,2,1.47,1.86,2
04/10/2010,2,1.47,2,1.86
05/10/2010,2,1.47,2,1.86
06/10/2010,2,1.47,2,1.88
07/10/2010,2,1.47,2,1.87
08/10/2010,2,1.47,2,1.87
11/10/2010,2,1.47,1.87,1.9
12/10/2010,2,1.47,1.9,1.91
13/10/2010,2,1.47,1.91,1.9
14/10/2010,2,1.47,1.91,1.9
15/10/2010,2,1.47,1.9,1.85
18/10/2010,2,1.47,1.85,1.91
19/10/2010,2,1.47,1.85,1.9
20/10/2010,2,1.47,1.85,1.9
21/10/2010,2,1.47,1.85,1.9
22/10/2010,2,1.47,1.85,1.9
25/10/2010,2,1.47,1.85,1.9
26/10/2010,2,1.47,1.85,1.9
27/10/2010,2,1.47,1.85,1.9
28/10/2010,2,1.47,1.9,1.91
29/10/2010,2,1.47,1.9,1.9
01/11/2010,2,1.47,1.9,1.9
02/11/2010,2,1.47,1.9,1.9
03/11/2010,2,1.47,1.9,2
04/11/2010,2,1.47,1.9,2
05/11/2010,2,1.47,2,2
08/11/2010,2,1.47,2,2
09/11/2010,2,1.47,2,2
10/11/2010,2,1.47,2,2
11/11/2010,2,1.47,2,2
12/11/2010,2,1.47,2,2
15/11/2010,2,1.47,2,2
04/07/2012,2,1.85,1.97,2
06/07/2012,2,1.85,2,2
09/07/2012,2,1.85,2,2
10/07/2012,2,1.85,2,2
11/07/2012,2,1.85,2,2
12/07/2012,2,1.85,2,2
13/07/2012,2,1.85,2,2
16/07/2012,2,1.85,2,2
17/07/2012,2,1.85,2,2
18/07/2012,2.01,1.85,2,2.01
19/07/2012,2.01,1.85,2.01,2.01
23/07/2012,2.01,1.85,2,2
24/07/2012,2.01,1.85,2,2
25/07/2012,2.01,1.85,2,2
26/07/2012,2.01,1.85,2,2
27/07/2012,2.01,1.85,2,2
30/07/2012,2.01,1.85,2,2
31/07/2012,2.01,1.85,2,2
01/08/2012,2.01,1.85,2,2
02/08/2012,2.01,1.85,2,2
03/08/2012,2.01,1.85,2,2
06/08/2012,2.01,1.85,2,2
07/08/2012,2.01,1.85,2,2
08/08/2012,2.01,1.85,2,2
09/08/2012,2.01,1.85,2,2
13/08/2012,2.01,1.85,2,2
14/08/2012,2.01,1.85,2,2
15/08/2012,2.01,1.85,2,2
16/08/2012,2.01,1.85,2,2
17/08/2012,2.01,1.85,2,2
21/08/2012,2.01,1.85,2,2
22/08/2012,2.01,1.85,2,2
23/08/2012,2.01,1.85,2,2
24/08/2012,2.01,1.85,2,2
27/08/2012,2.01,1.85,2,2
28/08/2012,2.01,1.85,2,2
29/08/2012,2.01,1.85,2,2
30/08/2012,2.01,1.85,2,2
31/08/2012,2.01,1.85,2,2
03/09/2012,2.01,1.85,2,2
04/09/2012,2.01,1.85,2,2
05/09/2012,2.01,1.85,2,2
06/09/2012,2.01,1.85,2,2
